[<_MainThread(MainThread, started 37472)>]
stream closed? idk girl
Listening (audio thread)...
         340212 function calls (315214 primitive calls) in 22.181 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        1    0.000    0.000    0.000    0.000 pickle.py:404(_Pickler)
        1    0.000    0.000    0.003    0.003 socket.py:961(getaddrinfo)
        2    0.000    0.000    0.000    0.000 core.py:1826(__init__)
        1    0.000    0.000    0.000    0.000 {method 'callback' of '_cffi_backend.FFI' objects}
        7    0.000    0.000    0.000    0.000 functools.py:844(_is_union_type)
        3    0.000    0.000    0.000    0.000 __init__.py:114(WINFUNCTYPE)
        1    0.000    0.000    0.000    0.000 audio.py:1(<module>)
        8    0.000    0.000    0.000    0.000 tag.py:256(register)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        4    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        1    0.000    0.000    0.000    0.000 google_cloud.py:1(<module>)
       13    0.000    0.000    0.000    0.000 local.py:358(__init__)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
       46    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       13    0.000    0.000    0.000    0.000 enum.py:1398(_iter_member_by_def_)
       58    0.000    0.000    0.000    0.000 dataclasses.py:697(_is_kw_only)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 threading.py:961(__repr__)
        1    0.000    0.000    0.000    0.000 wave.py:1(<module>)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        1    0.000    0.000    0.000    0.000 ansi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runtime.py:660(Macro)
       14    0.000    0.000    0.000    0.000 rules.py:733(_get_func_code)
       10    0.000    0.000    0.000    0.000 base.py:486(signal)
        5    0.000    0.000    0.000    0.000 inspect.py:2150(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
        1    0.000    0.000    0.000    0.000 threading.py:1045(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 __init__.py:274(load)
        1    0.000    0.000    0.000    0.000 core.py:143(ParameterSource)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       30    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 warnings.py:516(_deprecated)
        1    0.000    0.000    0.001    0.001 fnmatch.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _parseaddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:152(EntryPoint)
       27    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       36    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:446(__getattr__)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:137(MultiDict)
        1    0.000    0.000    0.000    0.000 map.py:94(__init__)
        1    0.000    0.000    0.000    0.000 app.py:510(auto_find_instance_path)
       10    0.000    0.000    0.000    0.000 base.py:73(__init__)
       28    0.000    0.000    0.000    0.000 enum.py:467(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:151(_set_up_aliases)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cache_control.py:56(_CacheControl)
        1    0.000    0.000    0.000    0.000 runtime.py:794(Undefined)
        2    0.000    0.000    0.000    0.000 core.py:305(get_app_kwarg_dict)
        2    0.000    0.000    0.028    0.014 platform.py:980(system)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sounddevice.py:2197(__init__)
        1    0.000    0.000    0.000    0.000 lexer.py:471(Lexer)
        1    0.000    0.000    0.000    0.000 serializer.py:42(Serializer)
        1    0.000    0.000    0.000    0.000 linalg.py:55(SVDResult)
        1    0.000    0.000    0.000    0.000 threading.py:1441(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:318(Recognizer)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        1    0.000    0.000    0.000    0.000 runtime.py:589(AsyncLoopContext)
        1    0.000    0.000    0.000    0.000 cProfile.py:1(<module>)
       28    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
       29    0.000    0.000    0.000    0.000 dataclasses.py:309(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:77(__call__)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
       22    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       84    0.000    0.000    0.000    0.000 typing.py:2187(cast)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
        4    0.000    0.000    0.000    0.000 getlimits.py:709(max)
        1    0.000    0.000    0.000    0.000 numeric.py:136(ones)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
        1    0.000    0.000    0.000    0.000 request.py:1710(URLopener)
        1    0.000    0.000    0.000    0.000 formatting.py:102(HelpFormatter)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        2    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
       19    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 threading.py:884(__init__)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        3    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        6    0.000    0.000    0.000    0.000 cp1252.py:18(encode)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:432(__init__)
        1    0.000    0.000    0.000    0.000 loaders.py:591(ModuleLoader)
        1    0.000    0.000    0.000    0.000 _json.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method nt.dup}
        5    0.000    0.000    0.000    0.000 dataclasses.py:882(_hash_add)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
        1    0.000    0.000    0.000    0.000 core.py:2808(__new__)
        1    0.000    0.000    0.000    0.000 osc_message.py:13(OscMessage)
        1    0.000    0.000    0.000    0.000 accept.py:11(Accept)
        2    0.000    0.000    0.000    0.000 core.py:1510(__init__)
        1    0.000    0.000    0.000    0.000 loaders.py:431(FunctionLoader)
        3    0.000    0.000    0.000    0.000 runtime.py:136(_dict_method_all)
        4    0.000    0.000    0.000    0.000 core.py:351(sanitize_regex_param)
        8    0.000    0.000    0.002    0.000 dataclasses.py:1247(dataclass)
        2    0.000    0.000    0.000    0.000 utils.py:95(__get__)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 loaders.py:42(BaseLoader)
       14    0.000    0.000    0.000    0.000 enum.py:1182(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:43(EighResult)
        1    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        1    0.000    0.000    0.000    0.000 ssl.py:782(SSLObject)
        2    0.000    0.000    0.000    0.000 exceptions.py:854(__init__)
        1    0.000    0.000    0.000    0.000 loaders.py:476(PrefixLoader)
        1    0.000    0.000    0.000    0.000 app.py:482(make_config)
        1    0.000    0.000    0.000    0.000 environment.py:1579(TemplateStream)
       27    0.000    0.000    0.000    0.000 lexer.py:146(<genexpr>)
        5    0.000    0.000    0.000    0.000 inspect.py:3097(replace)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 numbers.py:57(Complex)
        1    0.000    0.000    0.000    0.000 threading.py:873(Thread)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:255(OptionParser)
        1    0.000    0.000    0.000    0.000 osc_message_builder.py:1(<module>)
        4    0.000    0.000    0.000    0.000 core.py:319(flexible_str)
        5    0.000    0.000    0.000    0.000 dataclasses.py:675(_hash_fn)
       13    0.000    0.000    0.000    0.000 _internal.py:920(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 _winconsole.py:181(ConsoleStream)
       20    0.000    0.000    0.000    0.000 core.py:2679(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:60(Sectioned)
        2    0.000    0.000    0.000    0.000 {built-in method _pickle.dumps}
       12    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        3    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
       13    0.000    0.000    0.001    0.000 typing.py:1589(copy_with)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
       14    0.000    0.000    0.000    0.000 local.py:375(_l_to_r_op)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        5    0.000    0.000    0.000    0.000 inspect.py:2492(_descriptor_get)
       15    0.000    0.000    0.000    0.000 typing.py:993(_is_typevar_like)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        6    0.000    0.000    0.000    0.000 core.py:1146(__init__)
        1    0.000    0.000    0.000    0.000 structures.py:816(CombinedMultiDict)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        2    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        1    0.000    0.000    0.000    0.000 scaffold.py:709(_find_package_path)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
       42    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        2    0.000    0.000    0.000    0.000 typing.py:2849(NamedTuple)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
       13    0.000    0.000    0.000    0.000 _internal.py:626(consume)
        2    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 types.py:423(_NumberRangeBase)
        1    0.000    0.000    0.000    0.000 file_storage.py:16(FileStorage)
        1    0.000    0.000    0.000    0.000 csv.py:83(DictReader)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
        1    0.000    0.000    0.000    0.000 nodes.py:877(Slice)
        1    0.000    0.000    0.000    0.000 nodes.py:787(Filter)
        1    0.000    0.000    0.000    0.000 optimizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loaders.py:241(PackageLoader)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
       17    0.000    0.000    0.000    0.000 enum.py:1686(_simple_enum)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:53(Microphone)
        1    0.000    0.000    0.000    0.000 groq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 osc_bundle.py:15(OscBundle)
        3    0.000    0.000    0.000    0.000 decorators.py:167(command)
        2    0.000    0.000    0.000    0.000 rules.py:764(_convert)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1280(__init__)
       38    0.000    0.000    0.000    0.000 enum.py:814(<genexpr>)
        7    0.000    0.000    0.000    0.000 functools.py:968(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:51(SlogdetResult)
        1    0.000    0.000    0.000    0.000 aifc.py:547(Aifc_write)
        1    0.000    0.000    0.000    0.000 core.py:6540(MaskedConstant)
        1    0.000    0.000    0.000    0.000 tempfile.py:860(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 mixins.py:76(ImmutableDictMixin)
       10    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
       93    0.000    0.000    0.000    0.000 local.py:307(__set_name__)
        1    0.000    0.000    0.000    0.000 idtracking.py:232(FrameSymbolVisitor)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        5    0.000    0.000    0.000    0.000 locale.py:381(normalize)
       16    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 mixins.py:245(UpdateDictMixin)
       10    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        1    0.000    0.000    0.000    0.000 idna.py:155(encode)
        1    0.000    0.000    0.000    0.000 core.py:2974(Argument)
       10    0.000    0.000    0.000    0.000 base.py:472(__init__)
       11    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 platform.py:844(uname_result)
        1    0.000    0.000    0.000    0.000 __init__.py:1465(_clear_cache)
        1    0.000    0.000    0.000    0.000 {built-in method time.gmtime}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        2    0.000    0.000    0.000    0.000 enum.py:1671(global_enum)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:442(LibraryLoader)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 _json.py:7(_CompactJSON)
        2    0.000    0.000    0.000    0.000 warnings.py:168(simplefilter)
